Item ID,Description,Start date,End date,Series ID,Series,Source
792912,ABERCORN State School,1970-07-13,1970-07-13,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792912
792913,ABERCORN State School,1972-09-18,1972-09-19,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792913
792914,ABERCORN State School,1973-03-26,1973-03-27,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792914
792915,ABERGOWRIE State School,1971-09-21,1971-09-21,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792915
792916,ABERGOWRIE State School,1972-12-07,1972-07-14,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792916
792917,ABERGOWRIE State School,1973-03-13,1973-03-14,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792917
792918,ACACIA RIDGE State School,1967-07-11,1967-11-17,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792918
792919,ACACIA RIDGE State School,1973-07-25,1973-07-27,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792919
792920,ACACIA RIDGE State High School,1972-06-29,1972-06-30,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792920
792921,ACACIA RIDGE INFANTS State School,1971-05-04,1971-07-04,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792921
792922,ACACIA RIDGE INFANTS State School,1973-11-21,1973-11-23,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792922
792923,ACLAND State School,1971-01-09,1971-02-09,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792923
792924,ACLAND State School,1972-07-17,1972-07-18,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792924
792925,AIRDMILLAN State School,1972-04-18,1972-04-18,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792925
792926,AIRDMILLAN State School,1973-05-30,1973-05-30,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792926
792927,AIRVILLE State School,1970-01-01,1970-12-31,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792927
792928,AIRVILLE State School,1972-05-04,1972-06-04,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792928
792929,AITKENVALE State School,1971-09-20,1971-01-10,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792929
792930,AITKENVALE State School,1971-10-18,1971-10-18,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792930
792931,AITKENVALE State School,1973-08-28,1973-07-09,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792931
792932,AITKENVALE INFANTS State School,1973-06-26,1973-06-27,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792932
792933,ALBANY CREEK State School,1911-05-05,1971-04-15,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792933
792934,ALBANY CREEK State School,1971-04-13,1971-04-15,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792934
792935,ALBANY CREEK State School,1973-10-09,1973-09-14,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792935
792936,ALBERT State School,1970-09-06,1970-06-17,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792936
792937,ALBERT State School,1973-03-26,1973-03-28,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792937
792938,"ALL SAINTS Convent School, BOONAH",1970-06-04,1970-07-04,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792938
792939,"ALL SAINTS Convent School, BOONAH",1973-05-29,1973-05-30,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792939
792940,ALLENSTOWN State School,1973-09-27,1973-09-10,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792940
792941,ALLIES CREEK State School,1971-06-16,1971-06-16,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792941
792942,ALLIES CREEK State School,1972-08-08,1972-08-08,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792942
792943,ALLIES CREEK State School,1973-03-10,1973-03-10,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792943
792944,ALLIGATOR CREEK State School,1970-05-19,1970-05-20,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792944
792945,ALLIGATOR CREEK State School,1972-11-04,1972-12-04,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792945
792946,ALLORA State School,1970-05-25,1970-05-26,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792946
792947,ALLORA State School,1973-08-06,1973-06-13,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792947
792948,ALLORA State School Secondary Department,1970-07-20,1970-07-21,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792948
792949,ALLOWAY State School,1971-05-04,1971-06-04,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792949
792950,ALLOWAY State School,1973-11-04,1973-12-04,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792950
792951,ALMADEN State School,1971-06-30,1971-06-30,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792951
792952,ALMADEN State School,1973-09-13,1973-09-13,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792952
792953,ALOOMBA State School,1971-06-04,1971-07-04,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792953
792954,ALOOMBA State School,1973-06-20,1973-06-21,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792954
792955,ALPHA State School,1970-08-10,1970-12-10,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792955
792956,ALPHA State School,1971-06-28,1971-06-29,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792956
792957,ALPHA State School,1973-10-23,1973-10-24,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792957
792958,ALPHA State School Secondary Department,1971-01-11,1971-02-11,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792958
792959,AMAMOOR State School,1970-03-17,1970-03-18,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792959
792960,AMAMOOR State School,1972-03-14,1972-03-15,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792960
792961,AMBERLEY State School,1970-06-17,1970-06-19,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792961
792962,AMBERLEY State School,1971-06-28,1971-06-30,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792962
792963,AMBERLEY State School,1972-03-10,1972-05-10,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792963
792964,AMBERLEY State School,1973-06-18,1973-06-20,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792964
792965,AMBROSE State School,1971-09-16,1971-09-17,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792965
792966,AMBROSE State School,1972-07-25,1972-07-26,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792966
792967,AMBY State School,1970-04-29,1970-04-30,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792967
792968,AMBY State School,1971-03-23,1971-03-24,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792968
792969,AMBY State School,1973-03-28,1973-03-29,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792969
792970,AMIENS State School,1972-11-14,1972-11-16,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792970
792971,AMIENS State School,1973-05-07,1973-06-07,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792971
792972,ANAKIE State School,1971-11-25,1971-11-26,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792972
792973,ANAKIE State School,1972-06-21,1972-06-23,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792973
792974,ANAKIE State School,1973-09-04,1973-11-04,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792974
792975,ANDERGROVE State School,1970-03-23,1970-03-24,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792975
792976,ANDERGROVE State School,1972-04-13,1972-04-14,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792976
792977,ANDERGROVE State School,1973-12-04,1973-04-13,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792977
792978,APPLETHORPE State School,1971-05-04,1971-06-04,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792978
792979,APPLETHORPE State School,1973-12-04,1973-04-13,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792979
792980,ARAMAC State School,1970-03-16,1970-03-17,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792980
792981,ARAMAC State School,1971-01-04,1971-02-04,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792981
792982,ARAMAC State School,1972-03-22,1972-03-23,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792982
792983,ARAMAC State School,1973-04-17,1973-04-18,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792983
792984,ARAMAC State School Secondary Department,1971-06-22,1971-06-22,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792984
792985,ARAMARA NORTH State School,1970-07-07,1970-07-07,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792985
792986,ARAMARA NORTH State School,1972-07-08,1972-07-08,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792986
792987,ARATULA State School,1972-09-03,1972-10-03,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792987
792988,ARATULA State School,1973-09-04,1973-10-04,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792988
792989,ASCOT State School,1970-06-08,1970-06-08,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792989
792990,ASCOT State School,1972-05-29,1972-05-29,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792990
792991,ASCOT State School,1973-07-16,1973-07-24,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792991
792992,ASHGROVE State School,1970-05-25,1970-05-29,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792992
792993,ASHGROVE State School,1972-04-18,1972-04-26,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792993
792994,ASHWELL State School,1970-03-16,1970-03-16,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792994
792995,ASHWELL State School,1971-03-30,1971-03-30,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792995
792996,ASPLEY State School,1970-07-13,1970-07-17,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792996
792997,ASPLEY State School,1971-10-27,1971-11-18,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792997
792998,ASPLEY (AUDIO-VISUAL CENTRE) State School,1971-10-27,1971-10-28,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792998
792999,ASPLEY EAST State School,1970-09-11,1970-11-24,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=792999
793000,ASPLEY EAST State School,1972-09-10,1972-12-10,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793000
793001,ASPLEY EAST INFANTS State School,1972-03-23,1972-03-27,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793001
793002,ASPLEY INFANTS State School,1970-03-31,1970-03-04,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793002
793003,ATHERTON State School,1970-05-18,1970-05-22,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793003
793004,ATHERTON State School,1973-03-27,1973-03-30,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793004
793005,ATHERTON OPPORTUNITY State School,1973-01-08,1973-02-08,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793005
793006,ATHERTON state high school,1971-07-14,1971-07-15,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793006
793007,AUBURN RIVER State School,1970-10-20,1970-10-20,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793007
793008,AUBURN RIVER State School,1971-07-29,1971-07-29,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793008
793009,AUGATHELLA State School,1970-09-23,1970-09-24,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793009
793010,AUGATHELLA State School,1971-01-07,1971-02-07,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793010
793011,AVONDALE State School,1970-02-09,1970-03-09,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793011
793012,AVONDALE State School,1972-07-24,1972-07-25,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793012
793013,AYR State School,1970-04-15,1970-04-17,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793013
793014,AYR State School,1970-04-21,1970-04-23,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793014
793015,AYR State School,1971-05-17,1971-05-24,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793015
793016,AYR State School,1973-05-03,1973-09-03,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793016
793017,AYR State School,1971-10-14,1971-10-14,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793017
793018,AYR EAST State School,1971-06-15,1971-06-16,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793018
793019,AYR EAST State School,1971-10-14,1971-10-14,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793019
793020,AYR EAST State School,1971-02-08,1971-02-08,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793020
793021,AYR EAST State School,1972-06-03,1972-10-03,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793021
793022,AYR EAST State School,1973-05-10,1973-10-19,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793022
793023,AYR OPPORTUNITY State School,1973-05-31,1973-05-31,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793023
793024,AYR STATE HIGH School,1971-04-15,1971-04-16,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793024
793025,AYR STATE HIGH School,1971-07-13,1971-07-13,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793025
793026,BABINDA State School,1970-02-06,1970-05-06,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793026
793027,BABINDA State School,1971-11-25,1971-11-25,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793027
793028,BABINDA State School,1973-05-30,1973-05-31,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793028
793029,BABINDA State School Secondary Department,1971-07-14,1971-07-15,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793029
793030,BACK PLAINS State School,1971-12-10,1971-12-10,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793030
793031,BACK PLAINS State School,1972-05-06,1972-05-06,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793031
793032,BADU ISLAND State School,1970-06-10,1970-07-10,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793032
793033,BADU ISLAND State School,1973-04-13,1973-04-13,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793033
793034,BAJOOL State School,1971-05-04,1971-06-04,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793034
793035,BAJOOL State School,1973-08-10,1973-09-10,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793035
793036,BALACLAVA State School,1968-11-10,1968-10-17,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793036
793037,BALACLAVA State School,1970-01-06,1970-05-06,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793037
793038,BALACLAVA State School,1972-11-09,1972-09-18,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793038
793039,BALD HILLS State School,1970-03-31,1970-03-31,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793039
793040,BALD HILLS State School,1971-12-07,1971-12-07,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793040
793041,BALD HILLS State School,1972-06-07,1972-07-14,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793041
793042,BALLANDEAN State School,1909-03-09,1973-04-16,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793042
793043,BALLANDEAN State School,1971-03-15,1971-03-16,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793043
793044,BALLANDEAN State School,1973-04-16,1973-04-17,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793044
793045,BALMORAL State High School,1970-09-03,1970-12-03,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793045
793046,BALNAGOWAN State School,1950-06-09,1975-09-23,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793046
793047,BALNAGOWAN State School,1971-02-12,1971-02-12,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793047
793048,BALNAGOWAN State School,1973-09-21,1973-09-21,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793048
793049,BAMAGA State School,1971-05-10,1971-07-10,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793049
793050,BAMAGA State School,1973-09-18,1973-09-24,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793050
793051,BAMBAROO State School,1970-04-06,1970-05-06,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793051
793052,BAMBAROO State School,1971-11-10,1971-11-10,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793052
793053,BAMBAROO State School,1972-06-04,1972-07-04,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793053
793054,BANANA State School,1970-09-24,1970-09-25,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793054
793055,BANANA State School,1971-07-21,1971-07-22,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793055
793056,BANANA State School,1973-03-30,1973-07-13,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793056
793057,BANCROFT State School,1970-03-09,1970-03-09,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793057
793058,BANCROFT State School,1972-10-10,1972-10-10,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793058
793059,BANCROFT State School,1973-03-28,1973-03-28,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793059
793060,BAPAUME State School,1972-04-08,1972-04-08,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793060
793061,BAPOUME State School,1971-05-24,1971-05-24,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793061
793062,BARAKULA State School,1970-06-26,1970-06-26,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793062
793063,BARAKULA State School,1971-07-20,1971-07-20,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793063
793064,BARAKULA State School,1972-03-08,1972-03-08,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793064
793065,BARAKULA State School,1973-06-14,1973-06-14,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793065
793066,BARALABA State School,1971-06-10,1971-08-10,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793066
793067,BARALABA State School,1972-03-22,1972-03-24,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793067
793068,BARALABA State High School,1971-10-19,1971-10-19,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793068
793069,BARCALDINE State School,1970-08-06,1970-09-06,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793069
793070,BARCALDINE State School,1971-07-14,1971-07-15,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793070
793071,BARCALDINE State School,1973-05-03,1973-06-03,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793071
793072,BARCALDINE State School Secondary Department,1971-06-23,1971-06-24,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793072
793073,BARCALDINE State School Secondary Department,1972-06-03,1972-07-03,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793073
793074,BARDON State School,1972-11-04,1972-04-13,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793074
793075,BARGARA State School,1971-07-26,1971-07-27,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793075
793076,BARGARA State School,1971-07-26,1971-07-27,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793076
793077,BARGARA State School,1972-11-04,1972-12-04,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793077
793078,BARKLY HIGHWAY State School,1970-07-09,1970-10-09,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793078
793079,BARKLY HIGHWAY State School,1971-06-15,1971-06-22,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793079
793080,BARKLY HIGHWAY State School,1973-11-09,1973-09-13,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793080
793081,BAROLIN State School,1970-07-14,1970-07-14,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793081
793082,BAROLIN State School,1971-03-31,1971-03-31,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793082
793083,BAROLIN State School,1973-04-06,1973-04-06,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793083
793084,BAROONA OPPORTUNITY State School,1972-07-06,1972-08-06,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793084
793085,BARTLE FRERE State School,1970-04-06,1970-04-06,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793085
793086,BARTLE FRERE State School,1971-05-25,1971-05-25,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793086
793087,BARTLE FRERE State School,1973-10-29,1973-10-29,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793087
793088,BAUHINIA State School,1970-09-16,1970-09-16,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793088
793089,BAUHINIA State School,1971-02-06,1971-02-06,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793089
793090,BAUPLE State School,1970-01-06,1970-02-06,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793090
793091,BAUPLE State School,1972-08-29,1972-08-30,4533,Inspectors' Reports,http://www.archivessearch.qld.gov.au/search/itemdetails.aspx?itemid=793091
