School Name, No,Type,Locality,Year,Page,QSA Ref,Item ID,Series ID,Notes,Archivist Notes,Index Name,Description,Item ID Source,
Mount Gravatt,198,State School,Brisbane,1875,28,EDU/N5,2547,10782,Mount Gravatt Provisional School,Dup of EDU/N6,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2547,
Mount Perry,75,State School,Bundaberg,1872,93,EDU/N1,2543,10782,Mount Perry Provisional School,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
Mount Perry,75,State School,Bundaberg,1873,296,EDU/N1,2543,10782,Mount Perry Provisional School,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
Mount Perry,75,State School,Bundaberg,1873,324,EDU/N1,2543,10782,Mount Perry Provisional School,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
Mount Perry,75,State School,Bundaberg,1874,125,EDU/N3,2545,10782,,Dup of EDU/N4,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2545,
Mount Perry,75,State School,Bundaberg,1875,531,EDU/N5,2547,10782,,Dup of EDU/N6,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2547,
Murphy's Creek,76,State School,Toowoomba,1872,22,EDU/N1,2543,10782,,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
Murphy's Creek,76,State School,Toowoomba,1873,243,EDU/N1,2543,10782,,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
Murphy's Creek,76,State School,Toowoomba,1873,272,EDU/N1,2543,10782,,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
Murphy's Creek,76,State School,Toowoomba,1874,234,EDU/N3,2545,10782,,Dup of EDU/N4,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2545,
Murphy's Creek,76,State School,Toowoomba,1875,181,EDU/N5,2547,10782,,Dup of EDU/N6,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2547,
Murphy's Creek,76,State School,Toowoomba,1875,279,EDU/N5,2547,10782,,Dup of EDU/N6,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2547,
Murphy's Creek,76,State School,Toowoomba,18714,200,EDU/N3,2545,10782,,Dup of EDU/N4,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2545,
Nanango,77,State School,Kingaroy,1872,21,EDU/N1,2543,10782,,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
Nanango,77,State School,Kingaroy,1873,210,EDU/N1,2543,10782,,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
Nanango,77,State School,Kingaroy,1873,234,EDU/N1,2543,10782,,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
Nanango,77,State School,Kingaroy,1874,299,EDU/N3,2545,10782,,Dup of EDU/N4,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2545,
Nanango,77,State School,Kingaroy,1875,271,EDU/N5,2547,10782,,Dup of EDU/N6,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2547,
Nanango,77,State School,Kingaroy,1875,277,EDU/N5,2547,10782,,Dup of EDU/N6,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2547,
Nebo,184,State School,Mackay,1875,489,EDU/N5,2547,10782,Nebo Provisional School,Dup of EDU/N6,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2547,
Normal Boys,1,State School,Brisbane,1872,35,EDU/N1,2543,10782,or Brisbane Normal School became Brisbane Central School,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
Normal Boys,1,State School,Brisbane,1873,124,EDU/N1,2543,10782,or Brisbane Normal School became Brisbane Central School,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
Normal Boys,1,State School,Brisbane,1874,6,EDU/N3,2545,10782,or Brisbane Normal School became Brisbane Central School,Dup of EDU/N4,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2545,
Normal Boys,1,State School,Brisbane,1875,70,EDU/N5,2547,10782,or Brisbane Normal School became Brisbane Central School,Dup of EDU/N6,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2547,
Normal Girls,234,State School,Brisbane,1872,36,EDU/N1,2543,10782,or Brisbane Normal School became Brisbane Central School,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
Normal Girls,234,State School,Brisbane,1873,122,EDU/N1,2543,10782,or Brisbane Normal School became Brisbane Central School,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
Normal Girls,234,State School,Brisbane,1874,9,EDU/N3,2545,10782,or Brisbane Normal School became Brisbane Central School,Dup of EDU/N4,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2545,
Normal Girls,234,State School,Brisbane,1874,309,EDU/N3,2545,10782,or Brisbane Normal School became Brisbane Central School,Dup of EDU/N4,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2545,
Normal Girls,234,State School,Brisbane,1875,72,EDU/N5,2547,10782,or Brisbane Normal School became Brisbane Central School,Dup of EDU/N6,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2547,
Normal Infants,234,State School,Brisbane,1872,36,EDU/N1,2543,10782,or Brisbane Normal School became Brisbane Central School,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
Normal Infants,234,State School,Brisbane,1873,121,EDU/N1,2543,10782,or Brisbane Normal School became Brisbane Central School,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
Normal Infants,234,State School,Brisbane,1874,8,EDU/N3,2545,10782,or Brisbane Normal School became Brisbane Central School,Dup of EDU/N4,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2545,
Normal Infants,234,State School,Brisbane,1875,74,EDU/N5,2547,10782,or Brisbane Normal School became Brisbane Central School,Dup of EDU/N6,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2547,
Normanby,152,State School,Ipswich,1874,198,EDU/N3,2545,10782,became Mutdapilly State School ,Dup of EDU/N4,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2545,
Normanby,152,State School,Ipswich,1874,219,EDU/N3,2545,10782,became Mutdapilly State School ,Dup of EDU/N4,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2545,
Normanby,152,State School,Ipswich,1874,258,EDU/N3,2545,10782,became Mutdapilly State School ,Dup of EDU/N4,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2545,
Normanby,152,State School,Ipswich,1875,157,EDU/N5,2547,10782,became Mutdapilly State School ,Dup of EDU/N6,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2547,
Normanby,152,State School,Ipswich,1875,267,EDU/N5,2547,10782,became Mutdapilly State School ,Dup of EDU/N6,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2547,
North Bundaberg,161,State School,Bundaberg,1874,129,EDU/N3,2545,10782,North Bundaberg Provisional,Dup of EDU/N4,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2545,
North Bundaberg,161,State School,Bundaberg,1875,459,EDU/N5,2547,10782,,Dup of EDU/N6,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2547,
North Bundaberg,161,State School,Bundaberg,1875,535,EDU/N5,2547,10782,North Bundaberg Provisional,Dup of EDU/N6,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2547,
North Ipswich,61,State School,Ipswich,1872,43,EDU/N1,2543,10782,,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
North Ipswich,61,State School,Ipswich,1872,55,EDU/N1,2543,10782,,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
North Ipswich,61,State School,Ipswich,1873,137,EDU/N1,2543,10782,,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
North Ipswich Boys,61,State School,Ipswich,1874,193,EDU/N3,2545,10782,became North Ipswich State School,Dup of EDU/N4,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2545,
North Ipswich Boys,61,State School,Ipswich,1874,217,EDU/N3,2545,10782,became North Ipswich State School,Dup of EDU/N4,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2545,
North Ipswich Boys,61,State School,Ipswich,1874,243,EDU/N3,2545,10782,became North Ipswich State School,Dup of EDU/N4,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2545,
North Ipswich Boys,61,State School,Ipswich,1875,137,EDU/N5,2547,10782,became North Ipswich State School,Dup of EDU/N6,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2547,
North Ipswich Boys,61,State School,Ipswich,1875,237,EDU/N5,2547,10782,became North Ipswich State School,Dup of EDU/N6,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2547,
North Ipswich Girls,246,State School,Ipswich,1874,194,EDU/N3,2545,10782,became North Ipswich State School,Dup of EDU/N4,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2545,
North Ipswich Girls,246,State School,Ipswich,1874,218,EDU/N3,2545,10782,became North Ipswich State School,Dup of EDU/N4,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2545,
North Ipswich Girls,246,State School,Ipswich,1874,244,EDU/N3,2545,10782,became North Ipswich State School,Dup of EDU/N4,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2545,
North Ipswich Girls,246,State School,Ipswich,1875,239,EDU/N5,2547,10782,became North Ipswich State School,Dup of EDU/N6,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2547,
North Ipswich Girls and Infants,246,State School,Ipswich,1875,135,EDU/N5,2547,10782,became North Ipswich State School,Dup of EDU/N6,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2547,
North Pine,183,State School,Pine Rivers,1874,37,EDU/N3,2545,10782,North Pine Provisional School,Dup of EDU/N4,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2545,
North Pine River No 1,183,State School,Pine Rivers,1875,219,EDU/N5,2547,10782,North Pine River School or Pine River North State School became Petrie State School,Dup of EDU/N6,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2547,
North Pine River No 2,380,State School,Pine Rivers,1875,221,EDU/N5,2547,10782,North Pine No 2 Provisional School possibly became Upper North Pine School No 380,Dup of EDU/N6,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2547,
North Rockhampton,91,State School,Rockhampton,1872,96,EDU/N1,2543,10782,North Rockhampton Primary School,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
North Rockhampton,91,State School,Rockhampton,1873,179,EDU/N1,2543,10782,,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
North Rockhampton,91,State School,Rockhampton,1873,307,EDU/N1,2543,10782,,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
North Rockhampton,91,State School,Rockhampton,1874,107,EDU/N3,2545,10782,,Dup of EDU/N4,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2545,
North Rockhampton,91,State School,Rockhampton,1874,152,EDU/N3,2545,10782,,Dup of EDU/N4,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2545,
North Rockhampton,91,State School,Rockhampton,1875,463,EDU/N5,2547,10782,,Dup of EDU/N6,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2547,
North Toowoomba Boys,110,State School,Toowoomba,1872,16,EDU/N1,2543,10782,"Ruthven Street, Toowoomba",Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
North Toowoomba Boys,110,State School,Toowoomba,1872,17,EDU/N1,2543,10782,became North Toowoomba State School,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
North Toowoomba Boys,110,State School,Toowoomba,1872,62,EDU/N1,2543,10782,became North Toowoomba State School,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
North Toowoomba Boys,110,State School,Toowoomba,1873,215,EDU/N1,2543,10782,became North Toowoomba State School,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
North Toowoomba Boys,110,State School,Toowoomba,1873,216,EDU/N1,2543,10782,became North Toowoomba State School,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
North Toowoomba Boys,110,State School,Toowoomba,1873,237,EDU/N1,2543,10782,became North Toowoomba State School,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
North Toowoomba Boys,110,State School,Toowoomba,1873,238,EDU/N1,2543,10782,became North Toowoomba State School,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
North Toowoomba Boys,110,State School,Toowoomba,1873,257,EDU/N1,2543,10782,became North Toowoomba State School,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
North Toowoomba Boys,110,State School,Toowoomba,1873,264,EDU/N1,2543,10782,became North Toowoomba State School,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
North Toowoomba Boys,110,State School,Toowoomba,1873,267,EDU/N1,2543,10782,became North Toowoomba State School,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
North Toowoomba Boys,110,State School,Toowoomba,1874,301,EDU/N3,2545,10782,became North Toowoomba State School,Dup of EDU/N4,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2545,
North Toowoomba Boys,110,State School,Toowoomba,1874,354,EDU/N3,2545,10782,became North Toowoomba State School,Dup of EDU/N4,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2545,
North Toowoomba Boys,110,State School,Toowoomba,1875,351,EDU/N5,2547,10782,became North Toowoomba State School,Dup of EDU/N6,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2547,
North Toowoomba Boys,110,State School,Toowoomba,1875,431,EDU/N5,2547,10782,became North Toowoomba State School,Dup of EDU/N6,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2547,
North Toowoomba Girls,256,State School,Toowoomba,1872,17,EDU/N1,2543,10782,became North Toowoomba State School,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
North Toowoomba Girls,256,State School,Toowoomba,1872,18,EDU/N1,2543,10782,became North Toowoomba State School,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
North Toowoomba Girls,256,State School,Toowoomba,1872,63,EDU/N1,2543,10782,became North Toowoomba State School,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
North Toowoomba Girls,256,State School,Toowoomba,1873,215,EDU/N1,2543,10782,became North Toowoomba State School,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
North Toowoomba Girls,256,State School,Toowoomba,1873,238,EDU/N1,2543,10782,became North Toowoomba State School,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
North Toowoomba Girls,256,State School,Toowoomba,1873,257,EDU/N1,2543,10782,became North Toowoomba State School,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
North Toowoomba Girls,256,State School,Toowoomba,1873,265,EDU/N1,2543,10782,became North Toowoomba State School,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
North Toowoomba Girls,256,State School,Toowoomba,1874,302,EDU/N3,2545,10782,became North Toowoomba State School,Dup of EDU/N4,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2545,
North Toowoomba Girls,256,State School,Toowoomba,1874,352,EDU/N3,2545,10782,became North Toowoomba State School,Dup of EDU/N4,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2545,
North Toowoomba Girls,256,State School,Toowoomba,1875,353,EDU/N5,2547,10782,became North Toowoomba State School,Dup of EDU/N6,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2547,
North Toowoomba Girls,256,State School,Toowoomba,1875,433,EDU/N5,2547,10782,became North Toowoomba State School,Dup of EDU/N6,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2547,
North Toowoomba Girls and Infants,256,State School,Toowoomba,1873,217,EDU/N1,2543,10782,"Ruthven Street, Toowoomba",Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
North Toowoomba Girls and Infants,256,State School,Toowoomba,1873,237,EDU/N1,2543,10782,became North Toowoomba State School,Dup of EDU/N2,Index to Correspondence Register of School Inspector's Reports 1872-1875,Printed correspondence comprising reports of schools and reports to the Board of General Education,http://www.archivessearch.qld.gov.au/Search/ItemDetails.aspx?ItemId=2543,
